Idea_ID,Idea_Title,SEO_Run_ID,Rank_By_Score,Keyword,Score,Relevance,Word_Count,Long_Tail,Source,Harvested_At
1,Rice Titan Harvester,31,1,rice paddy harvesting machine,61.0,0.5,4,1,youtube_suggest,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,2,paddy harvesting in china,49.33,0.3333,4,1,youtube_suggest,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,3,paddy harvesting in japan,49.33,0.3333,4,1,youtube_suggest,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,4,rice harvesting and processing,49.33,0.3333,4,1,youtube_suggest,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,5,harvesting rice at home,49.33,0.3333,4,1,youtube_suggest,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,6,paddy harvester in assam,49.33,0.3333,4,1,youtube_suggest,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,7,paddy harvesting by hand,49.33,0.3333,4,1,youtube_suggest,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,8,rice harvesting by hand,49.33,0.3333,4,1,youtube_suggest,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,9,paddy harvesting machines in agriculture,48.0,0.2857,5,1,youtube_suggest,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,10,paddy harvesting machine in japan,48.0,0.2857,5,1,youtube_suggest,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,11,paddy harvester in andhra pradesh,48.0,0.2857,5,1,youtube_suggest,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,12,paddy harvesting by brush cutter,48.0,0.2857,5,1,youtube_suggest,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,13,paddy harvesting in west bengal,48.0,0.2857,5,1,youtube_suggest,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,14,paddy harvesting machine in india,48.0,0.2857,5,1,youtube_suggest,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,15,paddy harvesting machine in manipur,48.0,0.2857,5,1,youtube_suggest,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,16,paddy harvesting machine in odisha,48.0,0.2857,5,1,youtube_suggest,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,17,paddy harvesting machine in assam,48.0,0.2857,5,1,youtube_suggest,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,18,paddy cutting and harvesting machine,48.0,0.2857,5,1,youtube_suggest,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,19,paddy harvesting machine in tamil,48.0,0.2857,5,1,youtube_suggest,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,20,paddy harvesting machine in karnataka,48.0,0.2857,5,1,youtube_suggest,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,21,paddy harvesting machine in water,48.0,0.2857,5,1,youtube_suggest,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,22,rice harvesting machine in maharashtra,48.0,0.2857,5,1,youtube_suggest,2026-09-04 12:07:17.103223
1,Rice Titan Harvester,31,23,rice harvesting machine in nepal,48.0,0.2857,5,1,youtube_suggest,2026-09-04 12:07:17.103223
1,Rice Titan Harvester,31,24,rice harvesting machine in tamilnadu,48.0,0.2857,5,1,youtube_suggest,2026-09-04 12:07:17.103223
1,Rice Titan Harvester,31,25,rice harvesting machine in telugu,48.0,0.2857,5,1,youtube_suggest,2026-09-04 12:07:17.103223
1,Rice Titan Harvester,31,26,wheat and paddy harvesting machine,48.0,0.2857,5,1,youtube_suggest,2026-09-04 12:07:17.105353
1,Rice Titan Harvester,31,27,best paddy harvesting machine in india,47.5,0.25,6,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,28,paddy harvesting machine in west bengal,47.5,0.25,6,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,29,paddy harvesting machine in india price,47.5,0.25,6,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,30,paddy harvesting machine in sri lanka,47.5,0.25,6,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,31,paddy harvesting machine price in india,47.5,0.25,6,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,32,rice harvesting machine price in india,47.5,0.25,6,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,33,rice harvesting machine price in bangladesh,47.5,0.25,6,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,34,rice harvesting machine price in nepal,47.5,0.25,6,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,35,paddy harvesting drawing,47.33,0.3333,3,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,36,paddy harvesting time,47.33,0.3333,3,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,37,paddy harvesting videos,47.33,0.3333,3,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,38,paddy harvesting tractor,47.33,0.3333,3,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,39,rice harvesting australia,47.33,0.3333,3,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,40,rice harvesting asia,47.33,0.3333,3,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,41,after paddy harvesting,47.33,0.3333,3,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,42,rice harvesting china,47.33,0.3333,3,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,43,paddy combine harvester,47.33,0.3333,3,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,44,paddy crop harvesting,47.33,0.3333,3,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,45,rice harvesting combine,47.33,0.3333,3,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,46,paddy harvesting drone,47.33,0.3333,3,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,47,rice harvesting drawing,47.33,0.3333,3,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,48,harvesting paddy fields,47.33,0.3333,3,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,49,rice harvesting fs25,47.33,0.3333,3,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,50,rice farming harvesting,47.33,0.3333,3,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,51,paddy harvesting machine,47.33,0.3333,3,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,52,paddy harvesting hand machine,46.0,0.2857,4,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,53,rice harvesting brush cutter,46.0,0.2857,4,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,54,best paddy harvesting machine,46.0,0.2857,4,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,55,paddy harvesting chain machine,46.0,0.2857,4,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,56,paddy harvester chain wala,46.0,0.2857,4,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,57,harvesting paddy drawing easy,46.0,0.2857,4,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,58,drone paddy harvesting machine,46.0,0.2857,4,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,59,paddy harvester kya hai,46.0,0.2857,4,1,youtube_suggest,2026-09-04 12:07:17.105869
1,Rice Titan Harvester,31,60,paddy harvesting machine working,46.0,0.2857,4,1,youtube_suggest,2026-09-04 12:07:17.105869
