Idea_ID,Idea_Title,SEO_Run_ID,Rank_By_Score,Keyword,Score,Relevance,Word_Count,Long_Tail,Source,Harvested_At
1,Rice Titan Harvester,1,1,rice paddy harvesting machine,61.0,0.5,4,1,youtube_suggest,2026-08-25 10:52:06.202791
1,Rice Titan Harvester,1,2,paddy harvesting in china,49.33,0.3333,4,1,youtube_suggest,2026-08-25 10:52:06.203789
1,Rice Titan Harvester,1,3,paddy harvesting in japan,49.33,0.3333,4,1,youtube_suggest,2026-08-25 10:52:06.203789
1,Rice Titan Harvester,1,4,rice harvesting and processing,49.33,0.3333,4,1,youtube_suggest,2026-08-25 10:52:06.204793
1,Rice Titan Harvester,1,5,harvesting rice at home,49.33,0.3333,4,1,youtube_suggest,2026-08-25 10:52:06.204793
1,Rice Titan Harvester,1,6,paddy harvester in assam,49.33,0.3333,4,1,youtube_suggest,2026-08-25 10:52:06.204793
1,Rice Titan Harvester,1,7,paddy harvesting by hand,49.33,0.3333,4,1,youtube_suggest,2026-08-25 10:52:06.205789
1,Rice Titan Harvester,1,8,rice harvesting by hand,49.33,0.3333,4,1,youtube_suggest,2026-08-25 10:52:06.205789
1,Rice Titan Harvester,1,9,paddy harvesting machines in agriculture,48.0,0.2857,5,1,youtube_suggest,2026-08-25 10:52:06.206788
1,Rice Titan Harvester,1,10,paddy harvesting machine in japan,48.0,0.2857,5,1,youtube_suggest,2026-08-25 10:52:06.206788
1,Rice Titan Harvester,1,11,paddy harvester in andhra pradesh,48.0,0.2857,5,1,youtube_suggest,2026-08-25 10:52:06.206788
1,Rice Titan Harvester,1,12,paddy harvesting by brush cutter,48.0,0.2857,5,1,youtube_suggest,2026-08-25 10:52:06.207791
1,Rice Titan Harvester,1,13,paddy harvesting in west bengal,48.0,0.2857,5,1,youtube_suggest,2026-08-25 10:52:06.207791
1,Rice Titan Harvester,1,14,paddy harvesting machine in india,48.0,0.2857,5,1,youtube_suggest,2026-08-25 10:52:06.207791
1,Rice Titan Harvester,1,15,paddy harvesting machine in manipur,48.0,0.2857,5,1,youtube_suggest,2026-08-25 10:52:06.208790
1,Rice Titan Harvester,1,16,paddy harvesting machine in odisha,48.0,0.2857,5,1,youtube_suggest,2026-08-25 10:52:06.208790
1,Rice Titan Harvester,1,17,paddy harvesting machine in assam,48.0,0.2857,5,1,youtube_suggest,2026-08-25 10:52:06.209791
1,Rice Titan Harvester,1,18,paddy cutting and harvesting machine,48.0,0.2857,5,1,youtube_suggest,2026-08-25 10:52:06.209791
1,Rice Titan Harvester,1,19,paddy harvesting machine in tamil,48.0,0.2857,5,1,youtube_suggest,2026-08-25 10:52:06.209791
1,Rice Titan Harvester,1,20,paddy harvesting machine in karnataka,48.0,0.2857,5,1,youtube_suggest,2026-08-25 10:52:06.210792
1,Rice Titan Harvester,1,21,paddy harvesting machine in water,48.0,0.2857,5,1,youtube_suggest,2026-08-25 10:52:06.211790
1,Rice Titan Harvester,1,22,rice harvesting machine in maharashtra,48.0,0.2857,5,1,youtube_suggest,2026-08-25 10:52:06.211790
1,Rice Titan Harvester,1,23,rice harvesting machine in nepal,48.0,0.2857,5,1,youtube_suggest,2026-08-25 10:52:06.211790
1,Rice Titan Harvester,1,24,rice harvesting machine in tamilnadu,48.0,0.2857,5,1,youtube_suggest,2026-08-25 10:52:06.212792
