Idea_ID,Idea_Title,SEO_Run_ID,Rank_By_Score,Keyword,Score,Relevance,Word_Count,Long_Tail,Source,Harvested_At
1,Rice Titan Harvester,31,1,rice paddy harvesting machine,61.0,0.5,4,1,youtube_suggest,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,34,2,rice paddy harvesting machine,61.0,0.5,4,1,youtube_suggest,2026-09-09 09:49:15.929885
1,Rice Titan Harvester,31,3,paddy harvesting in china,49.33,0.3333,4,1,youtube_suggest,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,4,paddy harvesting in japan,49.33,0.3333,4,1,youtube_suggest,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,5,rice harvesting and processing,49.33,0.3333,4,1,youtube_suggest,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,6,harvesting rice at home,49.33,0.3333,4,1,youtube_suggest,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,7,paddy harvester in assam,49.33,0.3333,4,1,youtube_suggest,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,8,paddy harvesting by hand,49.33,0.3333,4,1,youtube_suggest,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,9,rice harvesting by hand,49.33,0.3333,4,1,youtube_suggest,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,34,10,paddy harvesting in china,49.33,0.3333,4,1,youtube_suggest,2026-09-09 09:49:15.930469
1,Rice Titan Harvester,34,11,paddy harvesting in japan,49.33,0.3333,4,1,youtube_suggest,2026-09-09 09:49:15.931055
1,Rice Titan Harvester,34,12,rice harvesting and processing,49.33,0.3333,4,1,youtube_suggest,2026-09-09 09:49:15.931720
1,Rice Titan Harvester,34,13,harvesting rice at home,49.33,0.3333,4,1,youtube_suggest,2026-09-09 09:49:15.932349
1,Rice Titan Harvester,34,14,paddy harvester in assam,49.33,0.3333,4,1,youtube_suggest,2026-09-09 09:49:15.932349
1,Rice Titan Harvester,34,15,paddy harvesting by hand,49.33,0.3333,4,1,youtube_suggest,2026-09-09 09:49:15.933301
1,Rice Titan Harvester,34,16,rice harvesting by hand,49.33,0.3333,4,1,youtube_suggest,2026-09-09 09:49:15.934313
